symbol,sex,statistic_diet,p.adj_diet,statistic_treatment_FOSGOS,p.adj_treatment_FOSGOS,statistic_treatment_1472,p.adj_treatment_1472,restoration_FOSGOS,restoration_1472
Dohh,M,1.184091074,0.289,0.062605255,1,0.692327103,1,not restored,not restored
Dok1,F,0.385094277,0.71,-1.697496726,0.387,-1.665001352,0.387,not restored,not restored
Dok1,M,0.724590936,0.487,0.26048755,1,0.408835322,1,not restored,not restored
Dok2,F,-0.044239897,0.966,-0.118427392,0.909,-1.717190207,0.366,not restored,not restored
Dok2,M,1.167076728,0.276,-0.744904245,1,-0.44333396,1,not restored,not restored
Dok3,F,-1.121578148,0.29,1.160047108,0.834,0.630410886,1,not restored,not restored
Dok3,M,0.319874754,0.76,0.005550137,1,0.011534224,1,not restored,not restored
Dok4,F,-0.87136297,0.404,0.039522468,1,0.555188528,1,not restored,not restored
Dok4,M,-0.026427521,0.98,0.386379883,1,0.590750782,1,not restored,not restored
Dok5,F,1.809825035,0.102,-0.383240885,1,0.589785721,1,not restored,not restored
Dok5,M,-0.208463768,0.841,0.255079663,1,0.192871812,1,not restored,not restored
Dok6,F,2.391174689,0.052,-0.372593618,1,-0.463552201,1,not restored,not restored
Dok6,M,-0.422775915,0.688,-0.068543709,1,-0.848204619,1,not restored,not restored
Dok7,F,-1.278798474,0.237,0.108341955,0.916,1.78934043,0.348,not restored,not restored
Dok7,M,1.042365488,0.337,0.177397491,1,0.954554806,1,not restored,not restored
Dolk,F,-0.468801355,0.656,-0.475914906,1,0.585678352,1,not restored,not restored
Dolk,M,0.910359517,0.4,0.242849363,1,0.510440572,1,not restored,not restored
Dolpp1,F,-0.183404941,0.861,0.429182932,1,0.57182226,1,not restored,not restored
Dolpp1,M,1.011852963,0.355,-0.055704051,1,0.197099422,1,not restored,not restored
Donson,F,2.438775529,0.051,-0.944761683,1,-0.616559701,1,not restored,not restored
Donson,M,-0.770964404,0.467,0.625755606,1,-0.153242031,1,not restored,not restored
Dop1a,F,1.857212452,0.105,-0.215695319,1,0.285179708,1,not restored,not restored
Dop1a,M,-0.565776205,0.593,-0.278253479,0.807,-1.166158086,0.807,not restored,not restored
Dop1b,F,2.44604115,0.043,-0.639767061,1,-0.285057405,1,not restored,not restored
Dop1b,M,1.392260717,0.2,-0.5912698,1,-0.328683115,1,not restored,not restored
Dot1l,F,-0.343188976,0.743,0.840003772,1,0.746397244,1,not restored,not restored
Dot1l,M,0.669252805,0.528,0.518956182,1,0.739040212,1,not restored,not restored
Dpagt1,F,0.844180867,0.421,0.667813548,1,0.184422586,1,not restored,not restored
Dpagt1,M,0.385085477,0.715,-0.477148191,1,-0.244905942,1,not restored,not restored
Dpcd,F,-0.233945773,0.824,0.845440882,0.858,1.695696524,0.363,not restored,not restored
Dpcd,M,0.783701654,0.452,-0.023522161,1,0.627962319,1,not restored,not restored
Dpf1,F,-0.388818728,0.708,0.386089902,1,0.649973099,1,not restored,not restored
Dpf1,M,0.376063114,0.722,0.472040535,1,0.307483851,1,not restored,not restored
Dpf2,F,0.271312326,0.793,-0.564423775,1,-0.165806571,1,not restored,not restored
Dpf2,M,0.256145667,0.804,-1.586728222,0.432,-0.425555937,0.679,not restored,not restored
Dpf3,F,1.403558533,0.191,-1.859913001,0.278,-1.77367333,0.278,not restored,not restored
Dpf3,M,0.045040628,0.965,-0.693867161,1,-0.431622108,1,not restored,not restored
Dph1,F,-0.22981113,0.824,-0.18410164,1,-0.074462163,1,not restored,not restored
Dph1,M,0.392378655,0.704,0.465715791,1,-0.474856741,1,not restored,not restored
Dph2,F,0.275804626,0.789,-0.147837199,1,-0.106040936,1,not restored,not restored
Dph2,M,-0.006174245,0.995,0.561840183,1,-0.005207636,1,not restored,not restored
Dph3,F,-0.051407675,0.96,1.634981485,0.28,2.299883513,0.134,not restored,not restored
Dph3,M,-0.4456931,0.665,2.469621248,0.105,2.417115743,0.105,not restored,not restored
Dph5,F,1.835835131,0.114,-0.130631002,1,0.173426087,1,not restored,not restored
Dph5,M,1.083869194,0.305,0.298439667,1,0.425245442,1,not restored,not restored
Dph6,F,1.651916875,0.155,-0.061117617,1,-0.966996499,1,not restored,not restored
Dph6,M,-0.583657711,0.583,-0.114615658,1,-0.112611094,1,not restored,not restored
Dph7,F,-1.048466137,0.32,0.955501068,0.734,0.084588213,0.935,not restored,not restored
Dph7,M,-0.04901379,0.962,-0.251456283,0.807,1.168765642,0.548,not restored,not restored
Dpm1,F,1.153617237,0.283,0.038997018,0.97,1.132959358,0.87,not restored,not restored
Dpm1,M,0.887179681,0.41,0.789897408,0.506,-1.214491686,0.506,not restored,not restored
Dpm2,F,0.410697335,0.698,0.50041838,1,1.417915477,0.579,not restored,not restored
Dpm2,M,1.87540938,0.103,-0.590670917,1,0.602804113,1,not restored,not restored
Dpm3,F,0.989542196,0.36,0.368252886,1,0.30456354,1,not restored,not restored
Dpm3,M,1.164233268,0.272,-0.141806532,1,0.875536281,1,not restored,not restored
Dpp10,F,1.418237029,0.203,0.411600422,1,0.576004909,1,not restored,not restored
Dpp10,M,-0.331365719,0.753,0.113989606,1,-0.265811659,1,not restored,not restored
Dpp3,F,0.793354245,0.457,-0.190816037,1,-0.005202169,1,not restored,not restored
Dpp3,M,0.684572283,0.509,0.516801282,1,0.701109631,1,not restored,not restored
Dpp4,F,2.292022825,0.045,-3.909073812,0.009,-0.696506121,0.503,restored,not restored
Dpp4,M,-1.715543302,0.117,0.461890985,1,0.387223144,1,not restored,not restored
Dpp6,F,0.166122078,0.873,0.827158395,0.874,1.177576549,0.807,not restored,not restored
Dpp6,M,0.723637906,0.497,-0.252055215,0.806,1.779774165,0.212,not restored,not restored
Dpp7,F,-0.463925438,0.659,0.662447809,1,0.714460969,1,not restored,not restored
Dpp7,M,0.701714361,0.509,0.179357765,1,0.654728597,1,not restored,not restored
Dpp8,F,2.006470653,0.092,-0.529036601,1,-0.896101213,1,not restored,not restored
Dpp8,M,-0.204221808,0.844,-0.101621402,1,-0.635001047,1,not restored,not restored
Dpp9,F,0.898093951,0.399,-1.433471921,0.549,-0.266471039,0.795,not restored,not restored
Dpp9,M,1.47270708,0.186,0.120921283,0.906,1.498284941,0.495,not restored,not restored
Dppa5a,F,0.772710219,0.466,-0.500684088,1,-0.892955095,1,not restored,not restored
Dppa5a,M,0.88318087,0.402,-0.906044268,1,-0.07077244,1,not restored,not restored
Dpy19l1,F,2.68188872,0.036,-0.675248877,1,-0.802984039,1,not restored,not restored
Dpy19l1,M,-0.583674418,0.583,-0.13216662,1,-0.391565253,1,not restored,not restored
Dpy19l2,F,0.926276507,0.376,-0.58415031,1,-0.486799789,1,not restored,not restored
Dpy19l2,M,-0.108585271,0.917,0.211134319,0.921,-0.850135412,0.921,not restored,not restored
Dpy19l3,F,1.266116806,0.249,0.099077963,1,-0.219522491,1,not restored,not restored
Dpy19l3,M,-0.927574375,0.387,0.980665366,0.716,-0.260877869,0.8,not restored,not restored
Dpy19l4,F,1.927719918,0.108,-0.666869236,1,-0.574103735,1,not restored,not restored
Dpy19l4,M,-0.452581472,0.669,-0.077110432,1,-0.619139346,1,not restored,not restored
Dpy30,F,1.583352979,0.151,-0.212792176,1,0.282901274,1,not restored,not restored
Dpy30,M,1.1570507,0.277,-1.694543512,0.408,-1.227889713,0.522,not restored,not restored
Dpyd,F,1.778964124,0.128,-1.20290385,0.548,-2.207291231,0.156,not restored,not restored
Dpyd,M,-0.015078246,0.988,0.510599194,1,-0.107911786,1,not restored,not restored
Dpysl2,F,1.171203927,0.279,0.068521838,1,0.393552834,1,not restored,not restored
Dpysl2,M,-1.896602096,0.097,0.304088228,0.767,1.383427882,0.594,not restored,not restored
Dpysl3,F,2.287219257,0.049,-1.88951686,0.191,-2.163442421,0.191,not restored,not restored
Dpysl3,M,-0.362319824,0.728,-0.547973648,1,-0.577148803,1,not restored,not restored
Dpysl4,F,-0.916367254,0.4,0.986517945,1,0.357992704,1,not restored,not restored
Dpysl4,M,0.912714404,0.392,1.034310725,0.981,0.430078082,1,not restored,not restored
Dpysl5,F,-0.223004824,0.832,-0.407455376,1,-0.44476237,1,not restored,not restored
Dpysl5,M,1.480257414,0.182,-0.138591561,1,0.268354207,1,not restored,not restored
Dqx1,F,-1.259246466,0.249,-0.528406668,1,-0.137389301,1,not restored,not restored
Dqx1,M,0.583099903,0.574,0.187725324,1,0.246185975,1,not restored,not restored
Dr1,F,0.848370639,0.43,0.575142807,1,0.53665639,1,not restored,not restored
Dr1,M,-1.088156822,0.319,-0.529193563,1,-0.677061879,1,not restored,not restored
Dram1,F,-1.173362633,0.268,0.108460389,1,0.463868487,1,not restored,not restored
Dram1,M,-0.134663781,0.896,-0.291067711,1,-0.049220389,1,not restored,not restored
Dram2,F,1.626766075,0.159,-0.050185213,1,-0.625541688,1,not restored,not restored
Dram2,M,-0.861598926,0.426,0.447069,1,-0.452844317,1,not restored,not restored
Drap1,F,-0.964775889,0.373,-0.018144019,0.986,0.892180497,0.942,not restored,not restored
Drap1,M,1.049119045,0.338,-0.196574744,1,0.464338258,1,not restored,not restored
Draxin,F,-0.322103902,0.754,-0.252148021,0.806,1.104027591,0.614,not restored,not restored
Draxin,M,-0.408695141,0.691,-0.775973963,0.912,0.365459522,0.912,not restored,not restored
Drc1,F,-0.707420487,0.497,0.624984388,1,0.86545727,1,not restored,not restored
Drc1,M,-0.401018554,0.701,0.602604654,0.567,1.766952366,0.29,not restored,not restored
Drc3,F,0.904721382,0.399,2.109256781,0.13,-1.991606604,0.13,not restored,not restored
Drc3,M,0.449025623,0.664,0.572824645,1,-0.635783075,1,not restored,not restored
Drc7,F,-0.890807279,0.404,0.851012827,1,0.19266406,1,not restored,not restored
Drc7,M,0.485470412,0.642,-1.24382238,0.5,0.206530597,0.841,not restored,not restored
Drd1,F,0.28646445,0.781,0.06091124,0.953,1.198362526,0.609,not restored,not restored
Drd1,M,-2.105420195,0.072,0.931953975,1,0.982384822,1,not restored,not restored
Drd2,F,0.147913023,0.886,0.494694452,1,0.859671733,1,not restored,not restored
Drd2,M,0.486141022,0.638,0.258012646,1,0.461423148,1,not restored,not restored
Drd3,F,-0.065211867,0.949,-0.203213607,1,-0.572425069,1,not restored,not restored
Drd3,M,0.658612648,0.53,-0.836256273,0.848,-1.475674981,0.561,not restored,not restored
Drd5,F,-0.290895384,0.781,-0.947568027,1,-0.647319386,1,not restored,not restored
Drd5,M,0.091172721,0.929,0.830785784,0.852,1.278090231,0.69,not restored,not restored
Drg1,F,1.828114294,0.111,0.709651155,1,0.412766317,1,not restored,not restored
Drg1,M,-0.560255922,0.598,0.38567659,1,-0.178917403,1,not restored,not restored
Drg2,F,-0.035662452,0.973,-0.146415681,1,0.699573238,1,not restored,not restored
Drg2,M,0.021942733,0.983,0.434301569,0.673,1.621381012,0.453,not restored,not restored
Drgx,F,-0.389092918,0.706,0.433687525,1,-0.253324116,1,not restored,not restored
Drgx,M,-1.241451695,0.244,2.260261752,0.142,1.046914614,0.644,not restored,not restored
Drosha,F,2.166334434,0.067,0.344894083,1,-0.040130369,1,not restored,not restored
Drosha,M,-1.070784489,0.315,0.2477557,0.825,1.104046381,0.825,not restored,not restored
Drp2,F,2.286141731,0.045,-0.251455481,1,-0.27581712,1,not restored,not restored
Drp2,M,0.050765103,0.961,-0.413267238,0.981,-1.032923837,0.981,not restored,not restored
Dsc2,F,1.367081637,0.226,-0.359857886,0.958,-2.890570245,0.07,not restored,not restored
Dsc2,M,-2.290304505,0.045,0.565940491,0.694,-1.008029793,0.694,not restored,not restored
Dsc3,F,0.962514411,0.36,-0.29724385,0.774,1.442903961,0.549,not restored,not restored
Dsc3,M,-0.023382906,0.982,-0.454904161,1,-0.872500087,1,not restored,not restored
Dscam,F,0.944673455,0.368,-0.260605326,1,0.137591776,1,not restored,not restored
Dscam,M,0.595290212,0.572,-0.060340443,1,0.472615138,1,not restored,not restored
Dscaml1,F,1.515216459,0.167,-1.00576252,1,-0.596013247,1,not restored,not restored
Dscaml1,M,0.155688957,0.88,0.645249389,0.75,1.470646212,0.516,not restored,not restored
Dscc1,F,0.809096481,0.44,-0.394378921,0.702,1.42663712,0.432,not restored,not restored
Dscc1,M,-0.06950283,0.947,-0.22890633,1,-0.755834391,1,not restored,not restored
Dse,F,1.183123292,0.27,0.520115952,1,0.100565751,1,not restored,not restored
Dse,M,-1.797110275,0.106,-0.35470853,1,-0.543547586,1,not restored,not restored
Dsel,F,1.755187598,0.121,-0.203730675,1,-0.950311747,1,not restored,not restored
Dsel,M,-0.846733873,0.433,-0.370252548,1,-0.598025067,1,not restored,not restored
Dsg1c,F,-0.976491873,0.373,0.428841396,0.984,1.526119234,0.486,not restored,not restored
Dsg1c,M,1.559268458,0.179,-1.603135387,0.507,-1.54869411,0.507,not restored,not restored
Dsg2,F,0.555476302,0.598,-1.759755901,0.25,-0.120850815,0.907,not restored,not restored
Dsg2,M,-1.080392051,0.321,0.280139309,1,-0.679759609,1,not restored,not restored
Dsn1,F,-1.741396844,0.12,0.626556532,1,2.345443459,0.13,not restored,not restored
Dsn1,M,-0.100010216,0.924,1.007638747,1,0.436327729,1,not restored,not restored
Dsp,F,0.759276403,0.466,0.479010135,1,0.480541016,1,not restored,not restored
Dsp,M,-1.011350968,0.336,0.402744249,1,0.104492828,1,not restored,not restored
Dst,F,1.603187867,0.14,0.044969983,1,-0.613984053,1,not restored,not restored
Dst,M,1.856225867,0.095,0.335694336,0.752,-0.926163472,0.752,not restored,not restored
Dstn,F,2.305177817,0.066,0.825814616,0.864,1.199526973,0.774,not restored,not restored
Dstn,M,-0.826668731,0.443,-0.383885886,1,-0.176216435,1,not restored,not restored
Dstyk,F,0.77638888,0.461,0.445335741,1,0.062601477,1,not restored,not restored
Dstyk,M,-0.954367883,0.38,0.532176687,1,-0.316410148,1,not restored,not restored
Dtd1,F,0.346906011,0.74,-0.02938954,1,-0.336815207,1,not restored,not restored
Dtd1,M,1.185295761,0.268,-0.254473466,0.805,1.157347223,0.726,not restored,not restored
Dtd2,F,0.501640024,0.631,1.040123217,1,0.433433876,1,not restored,not restored
Dtd2,M,1.911198766,0.09,0.280690578,0.804,-0.879991036,0.804,not restored,not restored
Dthd1,F,0.053088655,0.959,-1.576391618,0.462,-1.023428431,0.674,not restored,not restored
Dthd1,M,0.930994147,0.38,-1.45722192,0.582,-0.82546016,0.652,not restored,not restored
Dtl,F,0.814073387,0.437,0.397575226,1,0.784866507,1,not restored,not restored
Dtl,M,-2.446136637,0.034,2.219006108,0.153,1.353686354,0.42,not restored,not restored
Dtna,F,2.645438668,0.038,-0.529850539,0.898,-2.264668615,0.16,not restored,not restored
Dtna,M,-0.23246746,0.825,-0.443121345,0.93,-1.070352954,0.93,not restored,not restored
Dtnb,F,0.827430018,0.43,0.238095136,1,0.026717165,1,not restored,not restored
Dtnb,M,2.716737526,0.022,1.487073705,0.525,1.068427449,0.654,not restored,not restored
Dtnbp1,F,-0.668954153,0.526,-0.63430037,0.568,1.134354032,0.568,not restored,not restored
Dtnbp1,M,1.037759477,0.331,0.123555846,1,0.770058421,1,not restored,not restored
Dtwd1,F,0.937870443,0.376,-0.287554545,1,0.647422718,1,not restored,not restored
Dtwd1,M,-0.967320706,0.358,-0.390330208,1,-0.330672748,1,not restored,not restored
Dtwd2,F,0.604368919,0.565,-1.107344115,0.891,-0.50736717,1,not restored,not restored
Dtwd2,M,0.08035462,0.938,0.490017631,1,-0.280141324,1,not restored,not restored
Dtx1,F,-1.36185859,0.227,0.538427826,0.642,1.927980786,0.248,not restored,not restored
Dtx1,M,1.221319377,0.272,0.101402046,1,0.722216389,1,not restored,not restored
Dtx2,F,-1.516161236,0.162,0.99629511,0.359,1.771251428,0.315,not restored,not restored
Dtx2,M,1.173360066,0.274,-0.049904258,1,0.670444146,1,not restored,not restored
Dtx3,F,-1.064668245,0.334,2.424601653,0.113,1.261333284,0.474,not restored,not restored
Dtx3,M,0.983390805,0.37,-0.039927682,1,0.701043235,1,not restored,not restored
Dtx3l,F,0.37168198,0.722,-0.389430567,1,-0.751151638,1,not restored,not restored
Dtx3l,M,-2.344615876,0.041,-0.742114317,0.96,-1.06578005,0.96,not restored,not restored
Dtx4,F,-0.136288779,0.895,1.157856316,0.822,1.161735012,0.822,not restored,not restored
Dtx4,M,0.207855854,0.84,0.316342414,1,-0.637696356,1,not restored,not restored
Dtymk,F,1.963109404,0.086,-0.468901608,1,-0.276625615,1,not restored,not restored
Dtymk,M,-3.166391776,0.022,1.611444664,0.414,0.471318522,1,not restored,not restored
Dus1l,F,-0.103811713,0.92,1.838229193,0.204,2.147072883,0.184,not restored,not restored
Dus1l,M,0.473844302,0.646,1.209158093,0.807,0.588661195,0.946,not restored,not restored
Dus2,F,0.455005923,0.659,0.56618259,0.584,-1.376194351,0.4,not restored,not restored
Dus2,M,0.229636953,0.824,-0.261500347,1,0.309724697,1,not restored,not restored
Dus3l,F,-0.834948871,0.441,-0.163016652,0.876,2.716645708,0.065,not restored,not restored
Dus3l,M,0.897651089,0.408,0.488463857,1,0.958929561,1,not restored,not restored
Dus4l,F,2.374287081,0.039,-2.375354177,0.117,-0.299963981,0.77,not restored,not restored
Dus4l,M,0.392783636,0.708,-1.533439784,0.387,-1.71768305,0.387,not restored,not restored
Dusp1,F,-1.068350981,0.318,0.419020216,1,-0.528138622,1,not restored,not restored
Dusp1,M,0.561931868,0.587,0.810817871,1,0.981150596,1,not restored,not restored
Dusp10,F,2.097302697,0.062,-0.752188214,1,-1.008803604,1,not restored,not restored
Dusp10,M,-0.115921975,0.91,0.426258307,0.684,1.739571786,0.233,not restored,not restored
Dusp11,F,2.515589112,0.045,-0.62514134,0.546,-2.277113972,0.141,not restored,not restored
Dusp11,M,-0.310267974,0.767,-0.212968591,0.96,-0.944370571,0.96,not restored,not restored
Dusp12,F,2.627926551,0.035,-0.234697591,1,0.622635917,1,not restored,not restored
Dusp12,M,-0.806659938,0.443,1.129286877,0.747,-0.344965269,0.747,not restored,not restored
Dusp14,F,0.690553534,0.506,0.2953557,0.774,2.145412968,0.156,not restored,not restored
Dusp14,M,-1.727911859,0.122,1.125411013,0.885,0.495590292,1,not restored,not restored
Dusp15,F,-0.259611106,0.803,0.363137853,1,0.69806526,1,not restored,not restored
Dusp15,M,2.899025728,0.016,-0.140162413,1,0.015371156,1,not restored,not restored
Dusp16,F,0.71554483,0.494,-0.143711022,1,0.232003729,1,not restored,not restored
Dusp16,M,-0.886638831,0.397,0.893181836,0.808,-0.447750906,0.808,not restored,not restored
Dusp18,F,0.538582493,0.608,0.68149176,0.536,1.826108884,0.293,not restored,not restored
Dusp18,M,-0.252662886,0.808,-0.242379538,1,0.172649379,1,not restored,not restored
Dusp19,F,2.501762853,0.047,-0.807604279,0.776,-1.791843979,0.336,not restored,not restored
Dusp19,M,-0.356285391,0.734,-0.207929708,1,-0.324073638,1,not restored,not restored
Dusp2,F,-0.910981926,0.392,0.569308492,1,0.500869592,1,not restored,not restored
Dusp2,M,1.012392949,0.342,0.331041595,0.978,1.069956547,0.948,not restored,not restored
Dusp22,F,1.461813036,0.19,-0.652723957,1,0.240778472,1,not restored,not restored
Dusp22,M,-1.444031716,0.195,0.43172808,1,-0.262632929,1,not restored,not restored
Dusp23,F,1.417943172,0.2,1.660678303,0.384,0.352588474,1,not restored,not restored
Dusp23,M,-0.927465659,0.376,1.310363832,0.464,1.933814972,0.272,not restored,not restored
Dusp26,F,-1.368271652,0.227,0.81773253,0.868,1.695025761,0.366,not restored,not restored
Dusp26,M,1.39168872,0.217,-0.239628717,1,0.604760988,1,not restored,not restored
Dusp28,F,0.863505116,0.412,-0.161807102,1,-1.394331097,0.582,not restored,not restored
Dusp28,M,0.654980469,0.531,0.694563738,1,1.116121144,0.873,not restored,not restored
Dusp3,F,0.590017311,0.569,-0.745386158,0.95,0.489904678,0.95,not restored,not restored
Dusp3,M,-0.781073019,0.454,-1.717974166,0.363,-0.676657466,1,not restored,not restored
Dusp4,F,0.047757749,0.963,-0.641766524,1,-0.177054199,1,not restored,not restored
